152,259,128,32746,28248,18181,26105
152,258,128,32690,28177,18181,26105
152,258,128,32635,28248,18181,26105
152,258,128,33478,29149,18571,26585
151,258,128,32635,28212,18181,26105
151,258,128,33593,29149,18546,26585
150,258,128,32801,28248,18156,26105
150,258,128,32746,28248,18181,26144
150,258,128,33766,29186,18571,26666
151,257,128,32635,28212,18181,26105
151,258,127,32525,28248,18181,26065
150,258,127,32580,28212,18181,26065
150,259,128,32525,28248,18181,26105
151,259,128,33193,29149,18546,26544
153,260,128,32362,28212,18181,26026
153,260,128,32525,28248,18181,26026
151,259,129,32471,28248,18181,26065
150,258,129,32362,28212,18156,26026
152,258,129,33193,29149,18546,26544
153,258,129,33193,29149,18546,26544
153,257,128,32362,28212,18109,26026
